site_id,capture_date,survey_year,period_id,pit_tag_id,swab_id,bd_load
70505,2012-08-14,2012,5.1.1,985121012029973,RKS14822,4720.2
70505,2012-08-14,2012,5.1.1,985121019076143,RKS14821,0
70505,2013-06-17,2013,6.1.1,121012029339,RKS15839,634.44
70505,2013-06-17,2013,6.1.1,121012031275,RKS15840,1387.76
70505,2013-06-17,2013,6.1.1,121019076143,RKS15842,41.87
70505,2013-06-17,2013,6.1.1,121019100487,RKS15841,181.01
70505,2013-07-17,2013,6.2.1,118001029790,NA,NA
70505,2013-07-17,2013,6.2.1,118001031708,NA,NA
70505,2013-07-17,2013,6.2.1,118001057931,NA,NA
70505,2013-07-17,2013,6.2.1,118001057979,NA,NA
70505,2013-07-17,2013,6.2.1,118001058985,NA,NA
70505,2013-07-17,2013,6.2.1,118001059649,NA,NA
70505,2013-07-17,2013,6.2.1,118001059787,NA,NA
70505,2013-07-17,2013,6.2.1,118001060646,NA,NA
70505,2013-07-17,2013,6.2.1,118001065405,NA,NA
70505,2013-07-17,2013,6.2.1,121012029339,NA,NA
70505,2013-07-17,2013,6.2.1,121012031275,NA,NA
70505,2013-07-17,2013,6.2.1,121019076143,NA,NA
70505,2013-07-26,2013,6.3.1,118001027915,USGS1044,267.17
70505,2013-07-26,2013,6.3.1,118001029658,USGS1042,319.24
70505,2013-07-26,2013,6.3.1,118001029790,USGS1030,14182.37
70505,2013-07-26,2013,6.3.1,118001029978,USGS1034,0
70505,2013-07-26,2013,6.3.1,118001031708,NA,NA
70505,2013-07-26,2013,6.3.1,118001057400,NA,NA
70505,2013-07-26,2013,6.3.1,118001057931,USGS1032,89.08
70505,2013-07-26,2013,6.3.1,118001057979,USGS1033,140.57
70505,2013-07-26,2013,6.3.1,118001058038,NA,NA
70505,2013-07-26,2013,6.3.1,118001058090,USGS1869,1079.35
70505,2013-07-26,2013,6.3.1,118001058985,USGS1031,525.29
70505,2013-07-26,2013,6.3.1,118001059787,USGS1038,0
70505,2013-07-26,2013,6.3.1,118001060646,USGS1043,0
70505,2013-07-26,2013,6.3.1,118001065405,USGS1041,190.32
70505,2013-07-26,2013,6.3.1,121012029339,USGS1037,375.4
70505,2013-07-26,2013,6.3.1,121012031275,USGS1035,0
70505,2013-07-26,2013,6.3.1,121019076143,USGS1039,749.4
70505,2013-07-26,2013,6.3.1,121019100487,USGS1040,82.58
70505,2013-08-02,2013,6.4.1,118001027491,USGS1070,152.19
70505,2013-08-02,2013,6.4.1,118001027524,YFS443,15705.36
70505,2013-08-02,2013,6.4.1,118001027865,YFS595,0
70505,2013-08-02,2013,6.4.1,118001027915,USGS1083,0
70505,2013-08-02,2013,6.4.1,118001029658,USGS1058,0
70505,2013-08-02,2013,6.4.1,118001030502,USGS1069,4.53
70505,2013-08-02,2013,6.4.1,118001031300,USGS1071,117.45
70505,2013-08-02,2013,6.4.1,118001057628,USGS1167,0.49
70505,2013-08-02,2013,6.4.1,118001057931,USGS1057,23003.28
70505,2013-08-02,2013,6.4.1,118001058090,NA,NA
70505,2013-08-05,2013,6.4.2,118001027491,YFS321,0
70505,2013-08-05,2013,6.4.2,118001028766,NA,NA
70505,2013-08-05,2013,6.4.2,118001029658,NA,NA
70505,2013-08-05,2013,6.4.2,118001029679,YFS114,0
70505,2013-08-05,2013,6.4.2,118001057628,YFS508,0
70505,2013-08-06,2013,6.4.3,118001058038,USGS1168,1.95
70505,2013-08-11,2013,6.5.1,118001027524,USGS1086,0
70505,2013-08-11,2013,6.5.1,118001028217,USGS1088,4195.08
70505,2013-08-11,2013,6.5.1,118001028766,NA,NA
70505,2013-08-11,2013,6.5.1,118001029679,USGS1085,123.99
70505,2013-08-11,2013,6.5.1,118001031300,USGS1091,522.28
70505,2013-08-11,2013,6.5.1,118001057979,NA,NA
70505,2013-08-11,2013,6.5.1,118001059787,USGS1089,0
70505,2013-08-11,2013,6.5.1,121012031275,USGS1090,0
70505,2013-08-11,2013,6.5.1,121012035780,NA,NA
70505,2013-08-11,2013,6.5.1,121019100487,USGS1087,555.83
70505,2013-08-15,2013,6.5.2,118001058090,NA,NA
70505,2013-08-16,2013,6.5.3,118001027524,USGS1627,5.22
70505,2013-08-16,2013,6.5.3,118001028217,USGS1625,1150.02
70505,2013-08-16,2013,6.5.3,118001028766,USGS1609,0
70505,2013-08-16,2013,6.5.3,118001029978,USGS1622,0
70505,2013-08-16,2013,6.5.3,118001057539,NA,NA
70505,2013-08-16,2013,6.5.3,118001057628,USGS1630,0
70505,2013-08-16,2013,6.5.3,121019100487,USGS1632,417.14
70505,2013-08-19,2013,6.5.4,118001028766,USGS1623,902.5
70505,2013-08-19,2013,6.5.4,118001057628,USGS1618,64.42
70505,2013-08-23,2013,6.6.1,118001028766,USGS1637,103.65
70505,2013-08-23,2013,6.6.1,118001029679,USGS1649,263.52
70505,2013-08-23,2013,6.6.1,121012031275,USGS1636,661.21
70505,2013-08-23,2013,6.6.1,121019100487,USGS1646,0
70505,2013-08-24,2013,6.6.2,118001027865,USGS1639,1719.49
70505,2013-08-24,2013,6.6.2,118001028766,NA,NA
70505,2013-08-24,2013,6.6.2,118001029679,NA,NA
70505,2013-08-24,2013,6.6.2,118001058596,USGS1638,0
70505,2013-08-24,2013,6.6.2,121019100487,NA,NA
70505,2013-09-06,2013,6.7.1,118001027865,USGS1741,0
70505,2013-09-07,2013,6.7.2,118001027527,USGS1694,123.26
70505,2013-09-07,2013,6.7.2,118001027865,NA,NA
70505,2013-09-07,2013,6.7.2,118001029679,USGS1748,247.25
70505,2013-09-07,2013,6.7.2,118001030502,USGS1722,126793.92
70505,2013-09-07,2013,6.7.2,121012031275,USGS1744,310.75
70505,2014-07-13,2014,7.1.1,118001027865,RKS17709,17248.32
70505,2014-07-13,2014,7.1.1,118001029679,RKS17705,78.97
70505,2014-07-13,2014,7.1.1,118001029790,RKS17700,62956.8
70505,2014-07-13,2014,7.1.1,118001057628,RKS17702,34.77
70505,2014-07-13,2014,7.1.1,900043000104416,RKS17701,55.35
70505,2014-07-13,2014,7.1.1,900043000104434,RKS17706,0.45
70505,2014-07-13,2014,7.1.1,900043000104446,RKS17703,6718.46
70505,2014-07-13,2014,7.1.1,900043000104455,RKS17710,0
70505,2014-07-13,2014,7.1.1,900043000104472,RKS17704,1442.58
70505,2014-07-13,2014,7.1.1,900043000104477,RKS17707,0
70505,2014-07-13,2014,7.1.1,900043000104495,RKS17708,6.01
70505,2014-07-14,2014,7.1.2,118001027865,NA,NA
70505,2014-07-14,2014,7.1.2,118001029679,NA,NA
70505,2014-07-14,2014,7.1.2,118001029790,NA,NA
70505,2014-07-14,2014,7.1.2,118001057628,NA,NA
70505,2014-07-14,2014,7.1.2,121019076143,RKS17711,0.3
70505,2014-07-14,2014,7.1.2,900043000104416,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104434,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104445,RKS17712,218.64
70505,2014-07-14,2014,7.1.2,900043000104446,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104455,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104472,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104477,NA,NA
70505,2014-07-14,2014,7.1.2,900043000104495,NA,NA
70505,2014-07-15,2014,7.1.3,118001029679,NA,NA
70505,2014-07-15,2014,7.1.3,118001029790,NA,NA
70505,2014-07-15,2014,7.1.3,118001057628,NA,NA
70505,2014-07-15,2014,7.1.3,121019076143,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104403,RKS17713,0
70505,2014-07-15,2014,7.1.3,900043000104416,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104445,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104446,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104455,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104477,NA,NA
70505,2014-07-15,2014,7.1.3,900043000104495,NA,NA
70505,2014-08-09,2014,7.2.1,118001029679,RKS18015,0
70505,2014-08-09,2014,7.2.1,118001029790,RKS18013,235824.96
70505,2014-08-09,2014,7.2.1,118001057628,RKS18021,3038.61
70505,2014-08-09,2014,7.2.1,118001059787,RKS18018,6946.56
70505,2014-08-09,2014,7.2.1,121019076143,RKS18016,31067.57
70505,2014-08-09,2014,7.2.1,900043000104403,RKS18022,34762.8
70505,2014-08-09,2014,7.2.1,900043000104434,RKS18017,67592.64
70505,2014-08-09,2014,7.2.1,900043000104445,RKS18014,205197.12
70505,2014-08-09,2014,7.2.1,900043000104446,RKS18020,0
70505,2014-08-09,2014,7.2.1,900043000104472,RKS18019,2184.86
70505,2014-08-09,2014,7.2.1,900043000104477,RKS18023,6394.8
70505,2014-08-09,2014,7.2.1,900043000104483,RKS18012,0
70505,2014-08-10,2014,7.2.2,118001027527,RKS18031,2006764.8
70505,2014-08-10,2014,7.2.2,118001027865,RKS18032,0
70505,2014-08-10,2014,7.2.2,118001029679,NA,NA
70505,2014-08-10,2014,7.2.2,118001057628,NA,NA
70505,2014-08-10,2014,7.2.2,118001057931,RKS18024,9598.94
70505,2014-08-10,2014,7.2.2,118001059787,NA,NA
70505,2014-08-10,2014,7.2.2,121019076143,NA,NA
70505,2014-08-10,2014,7.2.2,900043000104403,NA,NA
70505,2014-08-10,2014,7.2.2,900043000104415,RKS18030,30801.31
70505,2014-08-10,2014,7.2.2,900043000104416,RKS18026,63.14
70505,2014-08-10,2014,7.2.2,900043000104422,RKS18034,5.12
70505,2014-08-10,2014,7.2.2,900043000104426,RKS18029,1081483.2
70505,2014-08-10,2014,7.2.2,900043000104434,NA,NA
70505,2014-08-10,2014,7.2.2,900043000104445,NA,NA
70505,2014-08-10,2014,7.2.2,900043000104458,RKS18028,68336.64
70505,2014-08-10,2014,7.2.2,900043000104468,RKS18025,0
70505,2014-08-10,2014,7.2.2,900043000104472,NA,NA
70505,2014-08-10,2014,7.2.2,900043000104494,RKS18027,360239.04
70505,2014-08-10,2014,7.2.2,900043000104495,RKS18033,7538.4
70505,2014-08-11,2014,7.2.3,118001027865,NA,NA
70505,2014-08-11,2014,7.2.3,118001029679,NA,NA
70505,2014-08-11,2014,7.2.3,118001057539,RKS18035,257463.84
70505,2014-08-11,2014,7.2.3,118001059787,NA,NA
70505,2014-08-11,2014,7.2.3,121019076143,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104416,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104422,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104434,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104445,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104455,RKS18036,0
70505,2014-08-11,2014,7.2.3,900043000104468,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104472,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104477,NA,NA
70505,2014-08-11,2014,7.2.3,900043000104494,NA,NA
70505,2014-09-06,2014,7.3.1,118001057628,RKS17869,201517.44
70505,2014-09-06,2014,7.3.1,118001057931,RKS17870,0
70505,2014-09-06,2014,7.3.1,900043000104472,RKS17871,50834.4
70505,2014-09-07,2014,7.3.2,118001029790,RKS17872,1441.6
70505,2014-09-07,2014,7.3.2,118001057628,NA,NA
70505,2014-09-07,2014,7.3.2,118001057931,NA,NA
70505,2014-09-07,2014,7.3.2,118001059787,RKS17874,157.58
70505,2014-09-07,2014,7.3.2,900043000104434,RKS17873,593284.8
70505,2014-09-08,2014,7.3.3,118001057931,NA,NA
70505,2014-09-08,2014,7.3.3,118001059787,NA,NA
70505,2015-06-22,2015,8.1.1,118001057539,RKS17898,5890.62
70505,2015-06-22,2015,8.1.1,118001057628,RKS17899,1058.96
70505,2015-06-22,2015,8.1.1,118001057931,RKS17900,800.26
70505,2015-06-22,2015,8.1.1,900043000104403,RKS17893,18112.5
70505,2015-06-22,2015,8.1.1,900043000104415,RKS17891,4742.04
70505,2015-06-22,2015,8.1.1,900043000104416,RKS17883,986.07
70505,2015-06-22,2015,8.1.1,900043000104458,RKS17890,177755.04
70505,2015-06-22,2015,8.1.1,900043000104472,RKS17882,150608.99
70505,2015-06-22,2015,8.1.1,900043000104477,RKS17895,230301.29
70505,2015-06-22,2015,8.1.1,900043000104494,RKS17887,143847.64
70505,2015-06-22,2015,8.1.1,900043000104597,RKS17889,138959.46
70505,2015-06-22,2015,8.1.1,900043000108014,RKS17897,81739.05
70505,2015-06-22,2015,8.1.1,900043000108016,RKS17896,1329.96
70505,2015-06-22,2015,8.1.1,900043000108052,RKS17901,0
70505,2015-06-22,2015,8.1.1,900043000108065,RKS17888,0
70505,2015-06-22,2015,8.1.1,900043000108100,RKS17894,34847.58
70505,2015-06-22,2015,8.1.1,900043000108151,RKS17892,145663.76
70505,2015-06-22,2015,8.1.1,900043000108187,RKS17885,20236.66
70505,2015-06-23,2015,8.1.2,118001027527,RKS17905,147091.84
70505,2015-06-23,2015,8.1.2,118001057628,NA,NA
70505,2015-06-23,2015,8.1.2,118001059787,RKS17886,643.19
70505,2015-06-23,2015,8.1.2,900043000104403,NA,NA
70505,2015-06-23,2015,8.1.2,900043000104415,NA,NA
70505,2015-06-23,2015,8.1.2,900043000104416,NA,NA
70505,2015-06-23,2015,8.1.2,900043000104472,NA,NA
70505,2015-06-23,2015,8.1.2,900043000104494,NA,NA
70505,2015-06-23,2015,8.1.2,900043000104495,RKS17884,2791.41
70505,2015-06-23,2015,8.1.2,900043000108043,RKS17902,16711.29
70505,2015-06-23,2015,8.1.2,900043000108100,NA,NA
70505,2015-06-23,2015,8.1.2,900043000108151,NA,NA
70505,2015-06-23,2015,8.1.2,900043000108187,NA,NA
70505,2015-06-23,2015,8.1.2,982000362395913,RKS17903,116.73
70505,2015-06-24,2015,8.1.3,118001057539,NA,NA
70505,2015-06-24,2015,8.1.3,118001059787,NA,NA
70505,2015-06-24,2015,8.1.3,900043000104403,NA,NA
70505,2015-06-24,2015,8.1.3,900043000104416,NA,NA
70505,2015-06-24,2015,8.1.3,900043000104472,NA,NA
70505,2015-06-24,2015,8.1.3,900043000104477,NA,NA
70505,2015-06-24,2015,8.1.3,900043000104494,NA,NA
70505,2015-06-24,2015,8.1.3,900043000108014,NA,NA
70505,2015-06-24,2015,8.1.3,900043000108015,RKS17914,12434.84
70505,2015-06-24,2015,8.1.3,900043000108016,NA,NA
70505,2015-06-24,2015,8.1.3,900043000108018,RKS17911,5535.28
70505,2015-06-24,2015,8.1.3,900043000108043,NA,NA
70505,2015-06-24,2015,8.1.3,900043000108060,RKS17913,689.25
70505,2015-06-24,2015,8.1.3,900043000108100,NA,NA
70505,2015-06-24,2015,8.1.3,982000362395913,NA,NA
70505,2015-07-20,2015,8.2.1,118001027527,RKS18873,119276.34
70505,2015-07-20,2015,8.2.1,118001057628,RKS18856,255.65
70505,2015-07-20,2015,8.2.1,900043000104403,RKS18867,22603.96
70505,2015-07-20,2015,8.2.1,900043000104415,RKS18875,493600.02
70505,2015-07-20,2015,8.2.1,900043000104416,RKS18854,14767.92
70505,2015-07-20,2015,8.2.1,900043000104477,RKS18868,266500.45
70505,2015-07-20,2015,8.2.1,900043000104494,RKS18871,29472
70505,2015-07-20,2015,8.2.1,900043000104495,RKS18857,128023.45
70505,2015-07-20,2015,8.2.1,900043000104597,RKS18872,637.51
70505,2015-07-20,2015,8.2.1,900043000108014,RKS18866,2019.05
70505,2015-07-20,2015,8.2.1,900043000108016,RKS18865,0
70505,2015-07-20,2015,8.2.1,900043000108018,RKS18869,872.42
70505,2015-07-20,2015,8.2.1,900043000108043,RKS18870,22430.86
70505,2015-07-20,2015,8.2.1,900043000108097,RKS18878,19068.87
70505,2015-07-20,2015,8.2.1,900043000108100,RKS18884,294636.46
70505,2015-07-20,2015,8.2.1,900043000108140,RKS18874,45652.62
70505,2015-07-20,2015,8.2.1,900043000108187,RKS18858,151.42
70505,2015-07-20,2015,8.2.1,900043000108208,RKS18860,10438.61
70505,2015-07-20,2015,8.2.1,900043000108229,RKS18853,1336.46
70505,2015-07-20,2015,8.2.1,900043000108230,RKS18864,5539.88
70505,2015-07-20,2015,8.2.1,900043000108241,RKS18855,3133.22
70505,2015-07-20,2015,8.2.1,900043000108242,RKS18859,190453.68
70505,2015-07-20,2015,8.2.1,900043000108271,RKS18876,22477.15
70505,2015-07-20,2015,8.2.1,900043000108289,RKS18862,77161.15
70505,2015-07-20,2015,8.2.1,900043000108311,RKS18863,262085.64
70505,2015-07-20,2015,8.2.1,900043000108359,RKS18877,746584.79
70505,2015-07-20,2015,8.2.1,900043000108364,RKS18861,13097.07
70505,2015-07-20,2015,8.2.1,900043000108392,RKS18852,18122.32
70505,2015-07-21,2015,8.2.2,118001057539,RKS18887,68317.41
70505,2015-07-21,2015,8.2.2,118001057931,RKS18890,1018.84
70505,2015-07-21,2015,8.2.2,900043000104403,NA,NA
70505,2015-07-21,2015,8.2.2,900043000104416,NA,NA
70505,2015-07-21,2015,8.2.2,900043000104472,RKS18889,160.83
70505,2015-07-21,2015,8.2.2,900043000104477,NA,NA
70505,2015-07-21,2015,8.2.2,900043000104495,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108016,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108043,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108097,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108138,RKS18893,92.44
70505,2015-07-21,2015,8.2.2,900043000108140,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108151,RKS18900,4066.97
70505,2015-07-21,2015,8.2.2,900043000108183,RKS18892,0
70505,2015-07-21,2015,8.2.2,900043000108187,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108208,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108229,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108230,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108235,RKS18885,535443.43
70505,2015-07-21,2015,8.2.2,900043000108241,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108271,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108280,RKS18891,0
70505,2015-07-21,2015,8.2.2,900043000108289,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108311,NA,NA
70505,2015-07-21,2015,8.2.2,900043000108326,RKS18888,0
70505,2015-07-21,2015,8.2.2,900043000108353,RKS18886,86495.26
70505,2015-07-21,2015,8.2.2,900043000108364,NA,NA
70505,2015-07-21,2015,8.2.2,982000362395913,RKS18901,2294.97
70505,2015-07-22,2015,8.2.3,118001027527,NA,NA
70505,2015-07-22,2015,8.2.3,118001057628,NA,NA
70505,2015-07-22,2015,8.2.3,900043000104403,NA,NA
70505,2015-07-22,2015,8.2.3,900043000104415,NA,NA
70505,2015-07-22,2015,8.2.3,900043000104494,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108015,RKS18902,0
70505,2015-07-22,2015,8.2.3,900043000108016,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108043,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108052,RKS18903,14663.09
70505,2015-07-22,2015,8.2.3,900043000108097,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108100,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108138,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108151,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108187,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108208,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108229,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108235,NA,NA
70505,2015-07-22,2015,8.2.3,900043000108364,NA,NA
70505,2015-07-22,2015,8.2.3,982000362395913,NA,NA
70505,2015-08-17,2015,8.3.1,118001027527,RKS19446,10280.22
70505,2015-08-17,2015,8.3.1,118001057539,RKS19436,182473.94
70505,2015-08-17,2015,8.3.1,118001057628,RKS19434,32288.22
70505,2015-08-17,2015,8.3.1,118001057931,RKS19437,39476.44
70505,2015-08-17,2015,8.3.1,118001059787,RKS19431,81675.25
70505,2015-08-17,2015,8.3.1,900043000104415,RKS19444,22671.17
70505,2015-08-17,2015,8.3.1,900043000104416,RKS19439,88720.22
70505,2015-08-17,2015,8.3.1,900043000104494,RKS19443,986.01
70505,2015-08-17,2015,8.3.1,900043000108014,RKS19433,12240.2
70505,2015-08-17,2015,8.3.1,900043000108015,RKS19448,1118.29
70505,2015-08-17,2015,8.3.1,900043000108043,RKS19445,44431.02
70505,2015-08-17,2015,8.3.1,900043000108097,RKS19450,15991.41
70505,2015-08-17,2015,8.3.1,900043000108124,RKS19441,3675.59
70505,2015-08-17,2015,8.3.1,900043000108183,RKS19440,159299.09
70505,2015-08-17,2015,8.3.1,900043000108187,RKS19438,1720.06
70505,2015-08-17,2015,8.3.1,900043000108229,RKS19430,20385.87
70505,2015-08-17,2015,8.3.1,900043000108230,RKS19429,58739.91
70505,2015-08-17,2015,8.3.1,900043000108235,NA,NA
70505,2015-08-17,2015,8.3.1,900043000108241,RKS19435,15118.17
70505,2015-08-17,2015,8.3.1,900043000108271,RKS19432,6483.35
70505,2015-08-17,2015,8.3.1,900043000108311,RKS19427,55206.81
70505,2015-08-17,2015,8.3.1,900043000108359,RKS19426,120217.84
70505,2015-08-17,2015,8.3.1,900043000108392,RKS19447,9383.03
70505,2015-08-17,2015,8.3.1,982000362395913,RKS19449,673.8
70505,2015-08-18,2015,8.3.2,118001057539,NA,NA
70505,2015-08-18,2015,8.3.2,118001057628,NA,NA
70505,2015-08-18,2015,8.3.2,118001057931,NA,NA
70505,2015-08-18,2015,8.3.2,118001059787,NA,NA
70505,2015-08-18,2015,8.3.2,900043000104403,RKS19452,3562.16
70505,2015-08-18,2015,8.3.2,900043000104416,NA,NA
70505,2015-08-18,2015,8.3.2,900043000104472,RKS19454,148130.7
70505,2015-08-18,2015,8.3.2,900043000104494,NA,NA
70505,2015-08-18,2015,8.3.2,900043000108014,NA,NA
70505,2015-08-18,2015,8.3.2,900043000108018,RKS19455,20481.56
70505,2015-08-18,2015,8.3.2,900043000108043,NA,NA
70505,2015-08-18,2015,8.3.2,900043000108097,NA,NA
70505,2015-08-18,2015,8.3.2,900043000108140,RKS19453,12608.48
70505,2015-08-18,2015,8.3.2,900043000108183,NA,NA
70505,2015-08-18,2015,8.3.2,900043000108229,NA,NA
