time,date,temp_c
1200,2006-06-16,12.222222222222221
1300,2006-06-16,13.88888888888889
1400,2006-06-16,15
1500,2006-06-16,16.666666666666668
1e3,2006-06-17,16.666666666666668
1100,2006-06-17,18.333333333333332
1200,2006-06-17,18.333333333333332
1300,2006-06-17,17.77777777777778
1400,2006-06-17,18.333333333333332
1500,2006-06-17,17.77777777777778
1e3,2006-06-18,16.666666666666668
1100,2006-06-18,17.22222222222222
1200,2006-06-18,16.666666666666668
1300,2006-06-18,16.666666666666668
1400,2006-06-18,16.666666666666668
1500,2006-06-18,16.11111111111111
1e3,2006-06-19,12.222222222222221
1100,2006-06-19,13.333333333333334
1200,2006-06-19,14.444444444444445
1300,2006-06-19,14.444444444444445
1400,2006-06-19,14.444444444444445
1500,2006-06-19,15
1e3,2006-06-20,12.777777777777779
1100,2006-06-20,14.444444444444445
1200,2006-06-20,15
1300,2006-06-20,17.22222222222222
1400,2006-06-20,17.22222222222222
